id,name,description,image,thumbnail,flag,AI_Prompt,Country_Code,Territory/Dependency/PartOf,Region,Subregion,Sub_subregion
94,Brazil in 2021,"This was the sentiment in Brazil in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/94.png,http://assets.collectiveminds.ai/thumbnail/94.png,http://assets.collectiveminds.ai/flag/BR.svg,AR,BR,N/A,Americas,Latin America and the Caribbean,South America
95,Brazil in 2021,"This was the sentiment in Brazil in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/95.png,http://assets.collectiveminds.ai/thumbnail/95.png,http://assets.collectiveminds.ai/flag/BR.svg,A3,BR,N/A,Americas,Latin America and the Caribbean,South America
96,Brazil in 2021,"This was the sentiment in Brazil in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/96.png,http://assets.collectiveminds.ai/thumbnail/96.png,http://assets.collectiveminds.ai/flag/BR.svg,3D,BR,N/A,Americas,Latin America and the Caribbean,South America
97,British Indian Ocean Territory in 2021,"This was the sentiment in British Indian Ocean Territory in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/97.png,http://assets.collectiveminds.ai/thumbnail/97.png,http://assets.collectiveminds.ai/flag/IO.svg,AR,IO,United Kingdom,Africa,Sub-Saharan Africa,Eastern Africa
98,British Indian Ocean Territory in 2021,"This was the sentiment in British Indian Ocean Territory in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/98.png,http://assets.collectiveminds.ai/thumbnail/98.png,http://assets.collectiveminds.ai/flag/IO.svg,A3,IO,United Kingdom,Africa,Sub-Saharan Africa,Eastern Africa
99,British Indian Ocean Territory in 2021,"This was the sentiment in British Indian Ocean Territory in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/99.png,http://assets.collectiveminds.ai/thumbnail/99.png,http://assets.collectiveminds.ai/flag/IO.svg,3D,IO,United Kingdom,Africa,Sub-Saharan Africa,Eastern Africa
100,Brunei Darussalam in 2021,"This was the sentiment in Brunei Darussalam in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/100.png,http://assets.collectiveminds.ai/thumbnail/100.png,http://assets.collectiveminds.ai/flag/BN.svg,AR,BN,N/A,Asia,South-eastern Asia,N/A
101,Brunei Darussalam in 2021,"This was the sentiment in Brunei Darussalam in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/101.png,http://assets.collectiveminds.ai/thumbnail/101.png,http://assets.collectiveminds.ai/flag/BN.svg,A3,BN,N/A,Asia,South-eastern Asia,N/A
102,Brunei Darussalam in 2021,"This was the sentiment in Brunei Darussalam in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/102.png,http://assets.collectiveminds.ai/thumbnail/102.png,http://assets.collectiveminds.ai/flag/BN.svg,3D,BN,N/A,Asia,South-eastern Asia,N/A
103,Bulgaria in 2021,"This was the sentiment in Bulgaria in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/103.png,http://assets.collectiveminds.ai/thumbnail/103.png,http://assets.collectiveminds.ai/flag/BG.svg,AR,BG,N/A,Europe,Eastern Europe,N/A
104,Bulgaria in 2021,"This was the sentiment in Bulgaria in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/104.png,http://assets.collectiveminds.ai/thumbnail/104.png,http://assets.collectiveminds.ai/flag/BG.svg,A3,BG,N/A,Europe,Eastern Europe,N/A
105,Bulgaria in 2021,"This was the sentiment in Bulgaria in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/105.png,http://assets.collectiveminds.ai/thumbnail/105.png,http://assets.collectiveminds.ai/flag/BG.svg,3D,BG,N/A,Europe,Eastern Europe,N/A
106,Burkina Faso in 2021,"This was the sentiment in Burkina Faso in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/106.png,http://assets.collectiveminds.ai/thumbnail/106.png,http://assets.collectiveminds.ai/flag/BF.svg,AR,BF,N/A,Africa,Sub-Saharan Africa,Western Africa
107,Burkina Faso in 2021,"This was the sentiment in Burkina Faso in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/107.png,http://assets.collectiveminds.ai/thumbnail/107.png,http://assets.collectiveminds.ai/flag/BF.svg,A3,BF,N/A,Africa,Sub-Saharan Africa,Western Africa
108,Burkina Faso in 2021,"This was the sentiment in Burkina Faso in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/108.png,http://assets.collectiveminds.ai/thumbnail/108.png,http://assets.collectiveminds.ai/flag/BF.svg,3D,BF,N/A,Africa,Sub-Saharan Africa,Western Africa
109,Burundi in 2021,"This was the sentiment in Burundi in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/109.png,http://assets.collectiveminds.ai/thumbnail/109.png,http://assets.collectiveminds.ai/flag/BI.svg,AR,BI,N/A,Africa,Sub-Saharan Africa,Eastern Africa
110,Burundi in 2021,"This was the sentiment in Burundi in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/110.png,http://assets.collectiveminds.ai/thumbnail/110.png,http://assets.collectiveminds.ai/flag/BI.svg,A3,BI,N/A,Africa,Sub-Saharan Africa,Eastern Africa
111,Burundi in 2021,"This was the sentiment in Burundi in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/111.png,http://assets.collectiveminds.ai/thumbnail/111.png,http://assets.collectiveminds.ai/flag/BI.svg,3D,BI,N/A,Africa,Sub-Saharan Africa,Eastern Africa
112,Cabo Verde in 2021,"This was the sentiment in Cabo Verde in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/112.png,http://assets.collectiveminds.ai/thumbnail/112.png,http://assets.collectiveminds.ai/flag/CV.svg,AR,CV,N/A,Africa,Sub-Saharan Africa,Western Africa
113,Cabo Verde in 2021,"This was the sentiment in Cabo Verde in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/113.png,http://assets.collectiveminds.ai/thumbnail/113.png,http://assets.collectiveminds.ai/flag/CV.svg,A3,CV,N/A,Africa,Sub-Saharan Africa,Western Africa
114,Cabo Verde in 2021,"This was the sentiment in Cabo Verde in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/114.png,http://assets.collectiveminds.ai/thumbnail/114.png,http://assets.collectiveminds.ai/flag/CV.svg,3D,CV,N/A,Africa,Sub-Saharan Africa,Western Africa
115,Cambodia in 2021,"This was the sentiment in Cambodia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/115.png,http://assets.collectiveminds.ai/thumbnail/115.png,http://assets.collectiveminds.ai/flag/KH.svg,AR,KH,N/A,Asia,South-eastern Asia,N/A
116,Cambodia in 2021,"This was the sentiment in Cambodia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/116.png,http://assets.collectiveminds.ai/thumbnail/116.png,http://assets.collectiveminds.ai/flag/KH.svg,A3,KH,N/A,Asia,South-eastern Asia,N/A
117,Cambodia in 2021,"This was the sentiment in Cambodia in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/117.png,http://assets.collectiveminds.ai/thumbnail/117.png,http://assets.collectiveminds.ai/flag/KH.svg,3D,KH,N/A,Asia,South-eastern Asia,N/A
118,Cameroon in 2021,"This was the sentiment in Cameroon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/118.png,http://assets.collectiveminds.ai/thumbnail/118.png,http://assets.collectiveminds.ai/flag/CM.svg,AR,CM,N/A,Africa,Sub-Saharan Africa,Middle Africa
119,Cameroon in 2021,"This was the sentiment in Cameroon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/119.png,http://assets.collectiveminds.ai/thumbnail/119.png,http://assets.collectiveminds.ai/flag/CM.svg,A3,CM,N/A,Africa,Sub-Saharan Africa,Middle Africa
120,Cameroon in 2021,"This was the sentiment in Cameroon in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/120.png,http://assets.collectiveminds.ai/thumbnail/120.png,http://assets.collectiveminds.ai/flag/CM.svg,3D,CM,N/A,Africa,Sub-Saharan Africa,Middle Africa
121,Canada in 2021,"This was the sentiment in Canada in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/121.png,http://assets.collectiveminds.ai/thumbnail/121.png,http://assets.collectiveminds.ai/flag/CA.svg,AR,CA,N/A,Americas,Northern America,N/A
122,Canada in 2021,"This was the sentiment in Canada in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/122.png,http://assets.collectiveminds.ai/thumbnail/122.png,http://assets.collectiveminds.ai/flag/CA.svg,A3,CA,N/A,Americas,Northern America,N/A
123,Canada in 2021,"This was the sentiment in Canada in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/123.png,http://assets.collectiveminds.ai/thumbnail/123.png,http://assets.collectiveminds.ai/flag/CA.svg,3D,CA,N/A,Americas,Northern America,N/A
124,Cayman Islands in 2021,"This was the sentiment in Cayman Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/124.png,http://assets.collectiveminds.ai/thumbnail/124.png,http://assets.collectiveminds.ai/flag/KY.svg,AR,KY,United Kingdom,Americas,Latin America and the Caribbean,Caribbean
125,Cayman Islands in 2021,"This was the sentiment in Cayman Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/125.png,http://assets.collectiveminds.ai/thumbnail/125.png,http://assets.collectiveminds.ai/flag/KY.svg,A3,KY,United Kingdom,Americas,Latin America and the Caribbean,Caribbean
126,Cayman Islands in 2021,"This was the sentiment in Cayman Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/126.png,http://assets.collectiveminds.ai/thumbnail/126.png,http://assets.collectiveminds.ai/flag/KY.svg,3D,KY,United Kingdom,Americas,Latin America and the Caribbean,Caribbean
127,Central African Republic in 2021,"This was the sentiment in Central African Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/127.png,http://assets.collectiveminds.ai/thumbnail/127.png,http://assets.collectiveminds.ai/flag/CF.svg,AR,CF,N/A,Africa,Sub-Saharan Africa,Middle Africa
128,Central African Republic in 2021,"This was the sentiment in Central African Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/128.png,http://assets.collectiveminds.ai/thumbnail/128.png,http://assets.collectiveminds.ai/flag/CF.svg,A3,CF,N/A,Africa,Sub-Saharan Africa,Middle Africa
129,Central African Republic in 2021,"This was the sentiment in Central African Republic in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/129.png,http://assets.collectiveminds.ai/thumbnail/129.png,http://assets.collectiveminds.ai/flag/CF.svg,3D,CF,N/A,Africa,Sub-Saharan Africa,Middle Africa
130,Chad in 2021,"This was the sentiment in Chad in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/130.png,http://assets.collectiveminds.ai/thumbnail/130.png,http://assets.collectiveminds.ai/flag/TD.svg,AR,TD,N/A,Africa,Sub-Saharan Africa,Middle Africa
131,Chad in 2021,"This was the sentiment in Chad in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/131.png,http://assets.collectiveminds.ai/thumbnail/131.png,http://assets.collectiveminds.ai/flag/TD.svg,A3,TD,N/A,Africa,Sub-Saharan Africa,Middle Africa
132,Chad in 2021,"This was the sentiment in Chad in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/132.png,http://assets.collectiveminds.ai/thumbnail/132.png,http://assets.collectiveminds.ai/flag/TD.svg,3D,TD,N/A,Africa,Sub-Saharan Africa,Middle Africa
133,Chile in 2021,"This was the sentiment in Chile in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/133.png,http://assets.collectiveminds.ai/thumbnail/133.png,http://assets.collectiveminds.ai/flag/CL.svg,AR,CL,N/A,Americas,Latin America and the Caribbean,South America
134,Chile in 2021,"This was the sentiment in Chile in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/134.png,http://assets.collectiveminds.ai/thumbnail/134.png,http://assets.collectiveminds.ai/flag/CL.svg,A3,CL,N/A,Americas,Latin America and the Caribbean,South America
135,Chile in 2021,"This was the sentiment in Chile in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/135.png,http://assets.collectiveminds.ai/thumbnail/135.png,http://assets.collectiveminds.ai/flag/CL.svg,3D,CL,N/A,Americas,Latin America and the Caribbean,South America
136,China in 2021,"This was the sentiment in China in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/136.png,http://assets.collectiveminds.ai/thumbnail/136.png,http://assets.collectiveminds.ai/flag/CN.svg,AR,CN,N/A,Asia,Eastern Asia,N/A
137,China in 2021,"This was the sentiment in China in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/137.png,http://assets.collectiveminds.ai/thumbnail/137.png,http://assets.collectiveminds.ai/flag/CN.svg,A3,CN,N/A,Asia,Eastern Asia,N/A
138,China in 2021,"This was the sentiment in China in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/138.png,http://assets.collectiveminds.ai/thumbnail/138.png,http://assets.collectiveminds.ai/flag/CN.svg,3D,CN,N/A,Asia,Eastern Asia,N/A
139,Christmas Island in 2021,"This was the sentiment in Christmas Island in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/139.png,http://assets.collectiveminds.ai/thumbnail/139.png,http://assets.collectiveminds.ai/flag/CX.svg,AR,CX,Australia,Oceania,Australia and New Zealand,N/A
140,Christmas Island in 2021,"This was the sentiment in Christmas Island in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/140.png,http://assets.collectiveminds.ai/thumbnail/140.png,http://assets.collectiveminds.ai/flag/CX.svg,A3,CX,Australia,Oceania,Australia and New Zealand,N/A
141,Christmas Island in 2021,"This was the sentiment in Christmas Island in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/141.png,http://assets.collectiveminds.ai/thumbnail/141.png,http://assets.collectiveminds.ai/flag/CX.svg,3D,CX,Australia,Oceania,Australia and New Zealand,N/A
142,Cocos Islands in 2021,"This was the sentiment in Cocos Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/142.png,http://assets.collectiveminds.ai/thumbnail/142.png,http://assets.collectiveminds.ai/flag/CC.svg,AR,CC,Australia,Oceania,Australia and New Zealand,N/A
143,Cocos Islands in 2021,"This was the sentiment in Cocos Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/143.png,http://assets.collectiveminds.ai/thumbnail/143.png,http://assets.collectiveminds.ai/flag/CC.svg,A3,CC,Australia,Oceania,Australia and New Zealand,N/A
144,Cocos Islands in 2021,"This was the sentiment in Cocos Islands in 2021, according to state-of-the-art artificial intelligence.",http://assets.collectiveminds.ai/nft/144.png,http://assets.collectiveminds.ai/thumbnail/144.png,http://assets.collectiveminds.ai/flag/CC.svg,3D,CC,Australia,Oceania,Australia and New Zealand,N/A
